5.47984,5.69773,0,1.68577E-008,5.56665E-008,-0.155806,0.987788,0,3
7.17883,4.93514,0,0,0,-0.243626,0.969869,0,3
10.1672,3.37624,0,0,0,-0.2564,0.966571,0,3
13.6865,1.41011,0,0,0,-0.203874,0.978997,0,3
18.4718,-0.599792,0,0,0,-0.187992,0.982171,0,3
23.4009,-2.27934,0,0,0,-0.185066,0.982726,0,3
28.1004,-4.28727,0,0,0,-0.211162,0.977451,0,3
32.856,-6.27728,0,0,0,-0.17408,0.984731,0,3
37.7315,-7.92353,0,0,0,-0.15632,0.987707,0,3
42.7024,-9.48515,0,0,0,-0.158236,0.987401,0,3
47.4505,-11.3533,0,0,0,-0.208327,0.978059,0,3
52.0608,-13.2901,0,0,0,-0.198464,0.980108,1,3
56.6245,-15.6252,0,0,0,-0.387737,0.92177,1,3
56.8418,-17.7883,0,0,0,-0.798762,0.601647,1,3
55.5497,-22.6258,0,0,0,-0.783191,0.621781,1,3
54.1141,-27.578,0,0,0,-0.811931,0.583754,1,3
52.1851,-32.2058,0,0,0,-0.838299,0.545211,0,3
50.1197,-36.9685,0,0,0,-0.835962,0.548788,0,3
47.1517,-41.3136,0,0,0,-0.950672,0.310197,0,3
43.1309,-44.3418,0,0,0,-0.924087,0.382181,0,3
42.4175,-48.0094,0,0,0,-0.597918,0.801557,0,3
43.6374,-52.9578,0,0,0,-0.683181,0.730249,0,3
42.8889,-57.9957,0,0,0,-0.796993,0.603989,0,3
41.32,-62.9399,0,0,0,-0.808175,0.588943,0,3
39.9261,-67.9637,0,0,0,-0.789814,0.613346,0,3
38.5638,-72.9865,0,0,0,-0.813841,0.581087,0,3
36.9695,-77.9157,0,0,0,-0.807581,0.589757,0,3
35.5681,-82.7562,0,0,0,-0.800421,0.599438,0,3
34.736,-87.8716,0,0,0,-0.573588,0.819144,0,3
34.8206,-93.0202,0,0,0,-0.818673,0.57426,0,3
33.2795,-97.9643,0,0,0,-0.765586,0.643333,0,3
33.1208,-103.002,0,0,0,-0.691725,0.722161,0,3
33.4045,-108.034,0,0,0,-0.699593,0.714542,0,3
33.0409,-113.053,0,0,0,-0.748679,0.662933,0,3
32.0649,-118.128,0,0,0,-0.786547,0.617531,0,3
30.8147,-122.995,0,0,0,-0.793544,0.608513,0,3
29.4455,-127.849,0,0,0,-0.803464,0.595354,0,3
27.9183,-132.649,0,0,0,-0.823777,0.566914,0,3
25.0597,-136.963,0,0,0,-0.896806,0.442424,0,3
22.0001,-141.105,0,0,0,-0.886501,0.462726,0,3
19.017,-145.373,0,0,0,-0.885798,0.464072,1,3
14.9623,-146.814,0,0,0,0.999996,0.00285107,1,3
9.96156,-145.679,0,0,0,0.989239,0.146307,1,3
4.98753,-144.393,0,0,0,0.993131,0.117006,1,3
-0.122398,-143.299,0,0,0,0.993998,0.109398,1,3
-5.03693,-142.218,0,0,0,0.994753,0.102302,0,3
-10.1069,-141.338,0,0,0,0.997099,0.0761175,0,3
-15.2241,-140.716,0,0,0,0.998149,0.0608196,0,3
-20.136,-138.982,0,0,0,0.996415,0.0846026,0,3
-25.0583,-137.502,0,0,0,0.994111,0.108366,0,3
-29.9615,-136.702,0,0,0,0.995865,0.0908438,0,3
-34.8702,-135.132,0,0,0,0.992458,0.122588,0,3
-39.8144,-133.863,0,0,0,0.993965,0.109693,0,3
-44.6774,-132.771,0,0,0,0.991392,0.130926,0,3
-49.2764,-130.738,0,0,0,0.988754,0.149551,0,3
-54.2642,-129.374,0,0,0,0.992813,0.11968,0,3
-59.2745,-128.224,0,0,0,0.995555,0.0941791,0,3
-64.2768,-127.555,0,0,0,0.99771,0.0676416,0,3
-69.2103,-126.709,0,0,0,0.996292,0.0860355,0,3
-74.1683,-125.617,0,0,0,0.993186,0.116541,0,3
-79.0707,-124.472,0,0,0,0.994826,0.101595,0,3
-84.0114,-123.102,0,0,0,0.991906,0.126978,0,3
-87.6828,-119.353,0,0,0,0.852726,0.522358,0,3
-90.0884,-114.83,0,0,0,0.828844,0.55948,0,3
-91.6057,-110.006,0,0,0,0.822076,0.569378,0,3
-94.1584,-105.534,0,0,0,0.845266,0.534346,0,3
-97.1673,-103.166,0,0,0,0.999513,0.0311975,0,3
-97.4265,-103.135,0,0,0,-1,0.000122467,0,3
-102.372,-102.399,0,0,0,-0.999985,0.00540151,0,3
-102.648,-102.317,0,0,0,0.999994,0.00338711,0,3
-107.474,-100.689,0,0,0,0.974652,0.223728,0,3
-111.691,-98.0007,0,0,0,0.953407,0.301688,1,3
-114.995,-94.2336,0,0,0,0.859912,0.510442,1,3
-116.605,-89.4413,0,0,0,0.76441,0.644731,1,3
-116.92,-84.3832,0,0,0,0.623714,0.781652,1,3
-114.798,-79.6985,0,0,0,0.456867,0.889535,1,3
-110.503,-76.7902,0,0,0,0.126558,0.991959,1,3
-105.524,-75.8335,0,0,0,0.0829979,0.99655,1,3
-100.347,-75.8125,0,0,0,-0.14511,0.989416,0,3
-95.8477,-78.3106,0,0,0,-0.236282,0.971685,0,3
-90.6838,-77.7259,0,0,0,0.271734,0.962372,0,3
-86.953,-74.2836,0,0,0,0.404075,0.914726,0,3
-83.5335,-70.524,0,0,0,0.376578,0.926385,0,3
-79.8298,-66.8897,0,0,0,0.37859,0.925565,0,3
-76.2357,-63.2486,0,0,0,0.328062,0.944656,0,3
-71.2053,-62.6545,0,0,0,-0.0621001,0.99807,0,3
-66.1759,-64.0907,0,0,0,-0.152269,0.988339,0,3
-61.306,-65.5255,0,0,0,-0.140418,0.990092,0,3
-56.3874,-66.8462,0,0,0,-0.137563,0.990493,0,3
-51.4524,-68.1982,0,0,0,-0.180714,0.983536,0,3
-46.5356,-69.8644,0,0,0,-0.1606,0.98702,0,3
-41.6716,-71.5471,0,0,0,-0.178524,0.983936,0,3
-36.8752,-73.4449,0,0,0,-0.217797,0.975994,0,3
-32.2316,-75.6511,0,0,0,-0.213292,0.976988,0,3
-27.6452,-77.6554,0,0,0,-0.189033,0.981971,0,3
-22.8102,-79.0733,0,0,0,-0.110607,0.993864,0,3
-17.7741,-79.742,0,0,0,-0.0490673,0.998795,0,3
-12.593,-80.5833,0,0,0,-0.0932408,0.995644,0,3
-7.48682,-81.8198,0,0,0,-0.127465,0.991843,0,3
-2.42206,-83.1031,0,0,0,-0.124955,0.992162,0,3
2.64255,-84.3649,0,0,0,-0.120435,0.992721,0,3
7.62855,-85.4639,0,0,0,-0.111415,0.993774,0,3
12.6502,-86.561,0,0,0,-0.127858,0.991792,0,3
17.5098,-87.8558,0,0,0,-0.130853,0.991402,0,3
22.4789,-89.0752,0,0,0,-0.116237,0.993222,0,3
27.4168,-90.0693,0,0,0,-0.0996178,0.995026,0,3
32.3819,-89.3982,0,0,0,0.376079,0.926587,0,3
34.5711,-84.8522,0,0,0,0.604011,0.796976,0,3
35.9199,-79.8109,0,0,0,0.620653,0.784085,0,3
37.1909,-74.7868,0,0,0,0.603833,0.797111,0,3
38.8175,-70.0087,0,0,0,0.581306,0.813685,0,3
40.5943,-65.0659,0,0,0,0.57862,0.815597,0,3
42.1657,-60.2363,0,0,0,0.589078,0.808076,0,3
43.923,-55.5423,0,0,0,0.527908,0.849302,0,3
47.2576,-51.715,0,0,0,0.338977,0.940795,0,3
50.6541,-47.7865,0,0,0,0.546027,0.837768,0,3
50.48,-42.631,0,0,0,0.776231,0.630449,0,3
50.11,-37.4389,0,0,0,0.60956,0.79274,0,3
51.9759,-32.7284,0,0,0,0.55537,0.831604,0,3
53.914,-27.8374,0,0,0,0.568125,0.822942,0,3
55.744,-22.9682,0,0,0,0.572665,0.819789,0,3
57.4646,-18.094,0,0,0,0.625749,0.780024,0,3
56.369,-14.6596,0,0,0,0.932333,0.361601,0,3
51.7336,-12.4385,0,0,0,0.98291,0.184085,0,3
46.8548,-10.6297,0,0,0,0.985886,0.167419,0,3
42.0634,-9.01009,0,0,0,0.986597,0.163178,0,3
37.1784,-7.18364,0,0,0,0.981951,0.189133,0,3
32.4426,-5.48985,0,0,0,0.984931,0.172949,0,3
27.7591,-3.59113,0,0,0,0.980883,0.1946,0,3
23.0764,-1.68101,0,0,0,0.982645,0.185494,0,3
18.3546,0.0551788,0,0,0,0.984478,0.175508,0,3
13.6111,1.73032,0,0,0,0.983755,0.179516,0,3
1.10539,6.42629,0,0,0,0,1,0,3
